English,Mon,Original_Definition
Lack potency.   ကောန်ၚ္ၚာ်ဏံဓီုအမံၚ်  this boy is dull and lacks potency.   ဍေံဂှ်ယျဵုအ ပ္ဍဲစိုတ်စရိုတ်  he is a simpleton person.   ဍေံသ္ဇိုၚ်သ္ဇုဲ ပ္ဍဲကမၠောန်အပ္ဍဲ  he is an inert person in business.   ရမျှာၚ်သြန်တၚ်္ကာဏံအ မံၚ်  this silver coin be a dud,အ,"5 (v) be dumb, be a dud, be a simpleton, be inert, no thrive, disproportionate, lack potency.   ကောန်ၚ္ၚာ်ဏံဓီုအမံၚ် (v) this boy is dull and lacks potency.   ဍေံဂှ်ယျဵုအ ပ္ဍဲစိုတ်စရိုတ် (v) he is a simpleton person.   ဍေံသ္ဇိုၚ်သ္ဇုဲ ပ္ဍဲကမၠောန်အပ္ဍဲ (v) he is an inert person in business.   ရမျှာၚ်သြန်တၚ်္ကာဏံအ မံၚ် (v) this silver coin be a dud."
Lacquer casket or box,ခ္ဍံယန်,(n) lacquer casket or box.
Lacquer tree,တၞံသာန်,"(n) black varnish tree, lacquer tree, Melanorrhoea usitata wallich."
Lacquer vessel with a lip and ovolo band originating from some village ,အော,"(n) basin, vase shaped like truncated cone, small bay, cove, lacquer vessel with a lip and ovolo band originating from some village {now usually made of aluminium}."
Lacquer-ware,ကပေါတ်ယန်,(n) lacquer-ware.
Lacquered wicker work image of buddha,ကျာ်ပထမံ,"(n) lacquered wicker work image of Buddha, votive tablet containing an image of the Buddha."
Lad,မၚ်ဗၠာဲ,"(n) high young man, young man, youth, lad."
Lad,မၞိဟ်ဗၠာဲ,"(n) lad, young man."
Lad,အဗၠာဲ,"(n) youth, lad, young man. [id.] မၚ်ဗၠာဲ။"
Lad at the age of puberty,ဗၠာံဗံ(အ်),(n) lad at the age of puberty.
Ladder,ဇိုၚ်တၞိန်,"(n) stair, staircase, ladder, giving access to house. [id] ဇိုၚ်တၞိန်မနွံကဵုသီုဇွောံရပ်ဒလောဲ။"
Ladder,တၞိန်,"(n) ladder, stair."
Ladder consisting of bamboo single with cross-pieces attached,ဂနောၚ်,"(n) ladder made of a single bamboo, ladder consisting of bamboo single with cross-pieces attached, for climbing toddy palm. [id] ဂၞောၚ်။ [Var.] နောၚ် {colloq}. [Der.] တိုန် (v) to climb."
Ladder consisting of single bamboo with croos-pieces attached,ဂၞောၚ်,"(n) ladder consisting of single bamboo with croos-pieces attached, for climbing toddy palm, axillary stumps of bamboo pole serving as rungs of an improvised ladder, ladder made of a single bamboo. [id] ဒၞောၚ်။"
Ladder made of a single bamboo,ဂနောၚ်,"(n) ladder made of a single bamboo, ladder consisting of bamboo single with cross-pieces attached, for climbing toddy palm. [id] ဂၞောၚ်။ [Var.] နောၚ် {colloq}. [Der.] တိုန် (v) to climb."
Ladder made of a single bamboo,နောၚ်,"2 (n) {colloq} ladder made of a single bamboo, with cross-pieces attached for climbing toddy palm.    [Der.] တိုန် (v) to climb. [Syn.] ဒၞောၚ်၊ နံၚ်။"
Ladder made of a single bamboo.  ဒၞောၚ်။,ဂၞောၚ်,"(n) ladder consisting of single bamboo with croos-pieces attached, for climbing toddy palm, axillary stumps of bamboo pole serving as rungs of an improvised ladder, ladder made of a single bamboo. [id] ဒၞောၚ်။"
Ladder.  တၞိန်။,ကၞိန်,"(n) stair, ladder. [id] တၞိန်။"
Ladder.  တၞိန်။,တဏိန်,"(n) stair, ladder. [id] တၞိန်။"
Ladle,ယော်,"1 ယောက် (n) ladle, shovel."
Ladle,ယောက်,"1 (n) ladle, shovel."
Ladle,ယော်ဒၞော်,(n) ladle.
Ladle,လဗော်,"လၟဳဒၞော်ယံက်လ္ဗံက်ပြးဇး (n) lid, ladle, cooking spoon and table scattered about. [Cf.] ခဗံက်၊ ခုၚ်စပုၚ်။"
Ladle.  ယံက်ဒၞံက်။,ယံက်,"(n) cooking spoon, ladle. [id.] ယံက်ဒၞံက်။"
Lady,နာဲဗြဴ,"(n) lady, mistress, queen, female ruler."
Lady doctor,သဝ်ဗြဴ,(v) lady doctor.
Lady farm-hand,ဗြဴဗြဴသၟာဗ္ၚ,(n) lady farm-hand.
Lady's finger.    ၜဲသၟိပ်  chick pea.  တ္ၜဲ။,ၜဲ,"1 (n) bean, pea. [Cf.] first sense, သတ်ဇုက်။    ၜဲကဒါတ် (n) lady's finger.    ၜဲသၟိပ် (n) chick pea. [Var.] တ္ၜဲ(ယ်)။"
Lady’s hand bag,ထိုၚ်ကၞေပ်,(n) lady’s hand bag.
Lady’s maid,ခုဇ္ဇာ,"(n) [P.] nurse, lady’s maid, a class of attendants in the palace."
Lae miung ,လၟိုၚ်,"2 (n) {place-name} Lae Miung {a village in Rie township, Mon State}."
Lae mu climbed the tree and threw down some chebula fruit.  ကၠဟ်၊ ကၠေံ၊ ဂၠ၊ စုတ်၊ စွံ၊ ဇီု၊ ထဝေၚ်၊ ထောဲ၊ ဒဗိုတ်၊ ဗိုတ်၊ သၠောဝ်။  လဝ်။  ပထောံ  to place,ထောအ်,လမုတိုန်ဆုထောံလပယ်သတ်ဂစွံ (v) Lae Mu climbed the tree and threw down some chebula fruit. [Cf.] ကၠဟ်၊ ကၠေံ(အ်)၊ ဂၠ၊ စုတ်၊ စွံ(အ်)၊ ဇီု၊ ထဝေၚ်၊ ထောဲ၊ ဒဗိုတ်၊ ဗိုတ်၊ သၠောဝ်။ [Var.] လဝ်။ [Der.] ပထောံ(အ်) (v) to place.
Lae mu climbed the tree and threw down some chebula fruit.  ကၠဟ်၊ ကၠေံ၊ ဂၠ၊ စုတ်၊ စွံ၊ ဇီု၊ ထဝေၚ်၊ ထောဲ၊ ဒဗိုတ်၊ ဗိုတ်၊ သၠောဝ်။  လဝ်။  ပထောံ  to place,ထောံ,လမုတိုန်ဆုထောံလပယ်သတ်ဂစွံ (v) Lae Mu climbed the tree and threw down some chebula fruit. [Cf.] ကၠဟ်၊ ကၠေံ(အ်)၊ ဂၠ၊ စုတ်၊ စွံ(အ်)၊ ဇီု၊ ထဝေၚ်၊ ထောဲ၊ ဒဗိုတ်၊ ဗိုတ်၊ သၠောဝ်။ [Var.] လဝ်။ [Der.] ပထောံ(အ်) (v) to place.
Laegung,လ္ဂုၚ်,"1 (n) {place-name} Daegung, Laegung, Rangoon. [id.] ဒ္ဂုၚ်။    ကျာ်လ္ဂုၚ် (n) Laegung pagoda. [id.] ကျာ်ဒ္ဂုၚ်။    ဍုၚ်လ္ဂုၚ် (n) Rangoon. [id.] ဍုၚ်ဒ္ဂုၚ်။ [Cf.] ဒ္ဂုၚ်။"
Laegung and maodlaomlame are more than one hundred and eighty miles distant from each other,သ္ၚောဲ,ဍုၚ်လ္ဂုၚ်ကဵုဍုၚ်မတ်လမၠီုသ္ၚောဲၜိုတ်ကၠံဒ္စာံစှ်ာတိုၚ်ပြၚ် (v) Laegung and maodlaomlame are more than one hundred and eighty miles distant from each other.
Laegung and maodlaomlame are more than one hundred and eighty miles distant from each other,သ္ၚောယ်,ဍုၚ်လ္ဂုၚ်ကဵုဍုၚ်မတ်လမၠီုသ္ၚောဲၜိုတ်ကၠံဒ္စာံစှ်ာတိုၚ်ပြၚ် (v) Laegung and maodlaomlame are more than one hundred and eighty miles distant from each other.
Lagenaria vulgaris,လဵုဂမ္တၚ်,"(n) bitter gourd, Lagenaria vulgaris."
Lagerstroemia flos-reginae retz.  ဆုဓနဳ၊ တၞံဓနဳ။  ဂနဳ၊ ဓၞဳ။,ဓနဳ,"1 (n) large timber tree, the queen lagerstroemia, Lagerstroemia flos-reginae Retz. [id] ဆုဓနဳ၊ တၞံဓနဳ။ [Syn.] ဂနဳ၊ ဓၞဳ။"
Laggard,မၞိဟ်သှ်ေတ္ၜက်ဒၟံၚ်လက်ကရဴ,(n) laggard.
Lahu,ဠာဟု,"(n) Lahu, ethnic group speaking a kind of Tibeto-Burman and inhabiting parts of the eastern Shan State."
Laid waste,သြုန်,"(v) [P. sunno] to be desolate, deserted, laid waste, empty. [id.] သြုန်ဂြာံ(မ်)။ [Cf.] လ္ၚု၊ သန်၊ သုန်။"
Lain,တြဴသြော်,"(n) street, lain."
Lair,မိုၚ်,"1 (n) lair, den.    ဒၞာဲဝဲါမတုပ်ကဵုမိုၚ် (n) den-like shelter."
Laity.  ဂဟပတိ၊ ကရှ်၊ ကရုဟ်၊ ဂရှ်။    ယၟုခရှ်  secular name of monk.   ဥပါသကာ။,ခရှ်,"1 (n) householder, layman, layman garb civilian clothes, laity. [id] ဂဟပတိ၊ ကရှ်(ဟ်)၊ ကရုဟ်၊ ဂရှ်(ဟ်)။    ယၟုခရှ် (n) secular name of monk. [Syn.] [LF] ဥပါသကာ။"
Lake,ကၟာ,"1 (n) tank, pond, lake, pool."
Lake,ခၠိုၚ်,"(n) pool, pond, lake, puddle. [Der.] ခလိုၚ် (v) to go beyond, to over step, to step through."
Lake,လ္စ,(n) lake.
Lake,လှာ,"1 (n) {colloq} lake, pond. [id.] သၠာ။ [Cf.] အၚ်၊ ကၟာ။    အၚ်လှာ (n) chain of small ponds."
Lake.   ကွိက်။,ဒွိက်,(n) lake. [Syn.] [id] ကွိက်။
Lake.   အၚ်လှာ  chain of small ponds. place-name,အၚ်,"2 (n) pond, lake.   အၚ်လှာ (n) chain of small ponds. place-name,   အၚ်စိၚ် (n) Eang coing. [Bur. Insein]. [Cf.] ကၟာ၊ လှာ။"
Lakshmi,ကျာ်,"ဒေဝတဴကျာ်သဳ (n) Lakshmi, Shri."
Lakshmi,မှာလက္ခုမဳ,(n) Lakshmi.
Lakshmi,လက္ခုမဳ,"(n) Lakshmi, the goddess of prosperity. [id.] ပြဒတိုန်ဗက်မှာလက္ခုမဳ။"
Lakshmi shri,ဒေဝတဴကျာ်သဳ,"(n) Lakshmi Shri, (goddess of luck.)"
Lamb,ကောန်သဵု,"(n) lamb, little lamb"
Lamb,သဵုသၟတ်,(n) lamb.
Lame,ခ္ဍဴ,(adj.) lame.
Lame person,အကဝ်,"(n) a person who has broken leg or hand, lame person."
Lame.  ခ္ဍဴ။,ခဍဴ,(adj.) lame. [id] ခ္ဍဴ။
Lame.  ဇိုၚ်ညှံၚ်။,ညှံၚ်,(adj) lame. [id] ဇိုၚ်ညှံၚ်။
Lame.  တ္ၚံက်၊ ဝေနန်။    ဂံက်ကဍာဲ    to be lame,ဂေါ်,"2 (v) to be crooked, lame. [Cf.] တ္ၚံက်၊ ဝေနန်။    ဂံက်ကဍာဲ   (v) to be lame."
Lame.  တ္ၚံက်၊ ဝေနန်။    ဂံက်ကဍာဲ    to be lame,ဂံက်,"1 (v) to be crooked, lame. [Cf.] တ္ၚံက်၊ ဝေနန်။    ဂံက်ကဍာဲ   (v) to be lame."
Lamely.  နဒဒှ်မဟၟဲကဵုယုတ္တိ။,နဒဒှ်မနွံကဵုဇိုၚ်ချံၚ်ချံၚ်ဝေန်ဝေန်,(adv) lamely. [id] နဒဒှ်မဟၟဲကဵုယုတ္တိ။
Lameness,ဒဒှ်ဇိုၚ်မချံၚ်ဝေန်,(n) lameness.
Lameness   ဒဒှ်ဇိုၚ်မချံၚ်ဝေန်။,lame,"adj.  ခေံ(ခေအ်)၊  ချံၚ်၊  ခ္ဍဴ၊  ဂံက်၊  ဂံက်ကဍာဲ၊  မနွံကဵုဇိုၚ်ချံၚ်ချံၚ်၊  မနွံကဵုဇိုၚ်ဝေန်ဝေန်။  ၂။  မဒှ်သွက်ဂွံဒုၚ်တဲဝါတ်။  vt.  ဇိုၚ်ခေံ၊  ဇိုၚ်ချံၚ်၊  ဇိုၚ်ညႇံၚ်၊  ညႇံၚ်၊  ဝေန်၊  သကဵုဇိုၚ်ချံၚ်၊  သကဵုနွံကဆံၚ်သွက်ဂွံပတှ်ေစဝါတ်။  lamely (adv)  နဒဒှ်မနွံကဵုဇိုၚ်ချံၚ်ချံၚ်,ဇိုၚ်ဝေန်ဝေန်၊  နဒဒှ်မဟၟဲကဵုယုတ္တိ။  lameness (n)  ဒဒှ်ဇိုၚ်မချံၚ်ဝေန်။"
Lament,နရာတ်,"(v) to complain, lament."
Lament,ယာံဒမာန်,"(v) to wail, lament."
Lament.  ခအိက်၊ ကရဳကရောတ်၊ ယာံ၊ လရိုံ။,ဂတေဝ်,"ယာံဂတေဝ် (v) to weep, lament. [Cf.] ခအိက်၊ ကရဳကရောတ်၊ ယာံ(မ်)၊ လရိုံ(အ်)။"
Lament.  တရောတ်။,ကရောတ်,"(v) to complain, murmur, grumble, lament. [id] တရောတ်။"
Lamentable,မသ္ဒးဒုၚ်စသိုၚ်ပရေၚ်အောန်စိုတ် ညံၚ်ရဴသြိုဟ်ပါ်ဒကးအာ,(adj) lamentable.
Lamentation,ပရိဒေဝ,"(n) [P.] lamentation, wailing, grief, sorrow. [id] ဒဒှ်မဂၠိုက်ဟောံလေၚ်ဇွောဝ်၊ ယွာံ(မ်)၊ လွာံ(မ်)၊ လၞီ(မ်)။"
Lamentation,လၞီ,"(n) lamentation, grief, distress."
Lamentation,လၞိမ်,"(n) lamentation, grief, distress."
Lamentation.  ယဝါ။  ယာံ  to weep,လွာံ,"လွာမ် (n) weeping, lamentation. [Cf.] ယဝါ(မ်)။ [Der.] ယာံ(မ်) (v) to weep."
Lamentation.  ယဝါ။  ယာံ  to weep,လွာမ်,"(n) weeping, lamentation. [Cf.] ယဝါ(မ်)။ [Der.] ယာံ(မ်) (v) to weep."
Lamentation.  ယာံ  to weep,ဣဝံါ,"(n) weeping, lamentation. [Der.] ယာံ (v) to weep."
Lamentation.  ယွာံ၊ ယာံ  to weep,ယဝံါ,"(n) weeping, lamentation. [id.] ယွာံ(မ်)၊ ယာံ(မ်) (v) to weep."
Lamp,ကၟတ်,"2 (n) fire, lamp, light. [id] ပၟတ်။    ခရက်ပၟတ် (n) match, cigarette lighter.    ချောဲဂှ်စံၚ်ထောံပၟတ် (v) burn the grass.    စံၚ်ပၟတ် (v) to burn.    စုတ်ပၟတ် (v) to light a fire. [id] ဗဒှ်ပၟတ်။    ဆီသ္ၚိပၟတ် (n) menses.    ဍေန်ပၟတ် (v) to light a lamp.    ထ္ပက်ပၟတ် (v) to poke the fire.    ဖျာတူဒၟံၚ်ပၟတ် (n) the market is on fire.    ရဲပြာ်ပၟတ် (n) fire man.    သ္ၚိတ်ပၟတ် (n) stove. [Cf.] ဖဴ (n) lantern, kitchen.    ပၟတ်ကၟိတ် (n) piece of burning wood, fire brand.    ပၟတ်ခ္ဍေက် (n) lamp.    ပၟတ်တူဒၟံၚ် (n) the fire is alight.    ပၟတ်တိုၚ် (n) lamp.    ပၟတ်ဓါတ် (n) electric light.    ပၟတ်ပၞာၚ် (n) candle light.    ပၟတ်လ္ၚ (n) live coal. [Syn.] လ္ၚ၊ လ္ၚပၟတ်၊ ပၟတ်သ္ဍဴ (n) decorative illuminations."
Lamp,ခဍေက်,"2 (n) lamp, a little oil lamp. [id] ခ္ဍေက်။    ဍေန်ခ္ဍေက် (v) to light the lamp.    ပၠံၚ်ခ္ဍေက် (n) lamp chimney. [Syn.] ကၟောတ်။    ခ္ဍေက်ပၠံၚ်"
Lamp,ခ္ဍေက်,"2 (n) lamp, a little oil lamp.    ဍေန်ခ္ဍေက် (v) to light the lamp.    ပၠံၚ်ခ္ဍေက် (n) lamp chimney. [Syn.] ကၟောတ်။    ခ္ဍေက်ပၠံၚ်  (n) lantern. [id] ခ္ဍေက်ခွက်။"
Lamp,ခ္ဍေက်ပၠံၚ်,(n) lamp.
Lamp,ဂီု,"1 ဂိုမ် (n) balloon, hot air balloon, lamp, lantern, a fire balloon."
Lamp,ဒေံသ္ဍဴ,(n) lamp.
Lamp,ပၞာၚ်သ္ဍဴ,(n) lamp.
Lamp,ပၟတ်,"3 (n) fire, lamp, light.    ခရက်ပၟတ် (n) match, cigarette lighter.    ချောဲဂှ်စံၚ်ထောံပၟတ် (n) burn the grass.    စံၚ်ပၟတ် (v) to burn.    စုတ်ပၟတ် (v) to light a fire. [id] ဗဒှ်ပၟတ်။    ဍေန်ပၟတ် (v) to light a lamp.    ထ္ပက်ပၟတ် (v) to poke the fire.    ဖျာတူမံၚ်ပၟတ် (n) the market is fire.    ရဲပြာ်ပၟတ် (n) fireman.    သ္ၚိပၟတ် (n) stove. [Cf.] ဖဴ (n) lantern."
Lamp,ပၟတ်ခ္ဍေက်,(n) lamp.
Lamp,ပၟတ်တိုၚ်,(n) lamp.
Lamp,မပၟတ်,"(n) incandescent lamp, lamp, electric bulb."
Lamp,သ္ၚိပၟတ်,"(n) stove, lamp, lantern, menses."
Lamp chimney,ပၠံၚ်ခ္ဍေက်,"(n) lamp chimney, chimney {of a lamp}."
Lamp lit floats,ဖံၚ်ပၟတ်,"(n) fire raft used against enemy ships, lamp lit floats."
Lamp shade,သ္ိုပ်ဂိုပ်ပၟတ်,(n) lamp shade.
Lamp wick,ပရက်,"(n) detonator, kindling, wick, lamp wick, inflammable material. [id] ဇွောံစံၚ်၊ ပရက်ပၟတ်။ [Syn.] သၞ။"
Lamp wick.  ပရက်၊ ပရက်ပၟတ်။,ပရက်သ္ဍဴ,(n) lamp wick. [id] ပရက်၊ ပရက်ပၟတ်။
Lamp-post,တိုၚ်ပၟတ်,(n) lamp-post.
Lamp.  ခ္ဍေက်၊ တ္ဍေက်သွက်။ ဍေန်တ္ဍေက်  to light the lamp.    ပၠံၚ်တ္ဍေက်  lamp’s pipe,တ္ဍေက်,1 (n) lamp. [id] ခ္ဍေက်၊ တ္ဍေက်သွက်။ ဍေန်တ္ဍေက် (v) to light the lamp.    ပၠံၚ်တ္ဍေက် (n) lamp’s pipe.
Lamprey,သတ်ဍာ်ဗီုပြၚ်ညံၚ်ရဴကပန်,(n) lamprey.
Lamu got the blame,ဒုဟ်,လၟုဒှ်ဒုဟ် (n) Lamu got the blame.
Lamu is given his brother his bath.  ပသေက်၊ ဗလိုၚ်။  ဟုံဍာ်  to take a bath,ဖုံ,လၟုဖုံဍာ်ကဵုဒေံ(အ်) (v) Lamu is given his brother his bath. [Cf.] ပသေက်၊ ဗလိုၚ်။ [Der.] ဟုံဍာ်(က်) (v) to take a bath.
Lamu is given his brother his bath.  ပသေက်၊ ဗလိုၚ်။  ဟုံဍာ်  to take a bath,ဖုမ်,လၟုဖုံဍာ်ကဵုဒေံ(အ်) (v) Lamu is given his brother his bath. [Cf.] ပသေက်၊ ဗလိုၚ်။ [Der.] ဟုံဍာ်(က်) (v) to take a bath.
Lamu was stealing glances at the girls.  ကျောဝ်၊ ခရေပ်၊ သရေပ်။,လ္ၜဲ,လမုလွဲသ္ၚဳမံၚ်ဝုတ်တံဂှ်(ဟ်) (v) Lamu was stealing glances at the girls. [Cf.] ကျောဝ်၊ ခရေပ်၊ သရေပ်။
Lamu was stealing glances at the girls.  ကျောဝ်၊ ခရေပ်၊ သရေပ်။,လ္ၜယ်,လမုလွဲသ္ၚဳမံၚ်ဝုတ်တံဂှ်(ဟ်) (v) Lamu was stealing glances at the girls. [Cf.] ကျောဝ်၊ ခရေပ်၊ သရေပ်။
Lance,ဗၞုဟ်,"1 (n) spear, lance, javelin. [id] ဗၞုဟ်ကၞံၚ်။    တ္ၚီုဗၞုဟ် (v) to thrust a spear at someone.    သၠောဝ်ဗၞုဟ် (v) to hurl a spear."
Lance,သမြေက်,"(v) to split, to split open, lance."
Lance.    ဘိုံဂွံကရေက်က္တောဝ်  it’s ear splitting.  ပါ်၊ ဖျာ်။     ကရေက်ဆု  to split a log.    ကရေက်ထောံဗုၚ်  he slit its belly open.    ကရေက်လဂှ်ပတိုဟ်တိတ်  i will lance it and then the matter will come out,ကရေက်,"2 (v) to split, slit open, lance.    ဘိုံဂွံကရေက်က္တောဝ် (v) it’s ear splitting. [Cf.] ပါ်(က်)၊ ဖျာ်(က်)။     ကရေက်ဆု (v) to split a log.    ကရေက်ထောံဗုၚ် (v) he slit its belly open.    ကရေက်လဂှ်ပတိုဟ်တိတ် (v) I will lance it and then the matter will come out."
Lancet,ၜုန်မုက်ၜါလ္ပာ်အ္စာပါ်ကရေက်သရတ်ရပ်,(n) lancet.
Land,တိ,"(n) earth, ground, land, soil."
Land,ဒဵု,"1 (n) hill, mountain, (dry) land, the land as distinguished from water, extent.    အဲဆဵုလထဴမွဲလ္တူက္ဍဟ်ဒဵု(ဝ်) (n) I met an old man on top of the hill.    ကုန်ဒဵု(ဝ်) (n) hill.    ဇဵုဒဵု(ဝ်) (n) range of hills.    တဴဒၟံၚ်က္ဍဟ်ဒဵု(ဝ်) (n) it is on top of the hill.    တိုန်ဒဵု(ဝ်) (n) to go up a hill.    ဗှ်ေအာဂၠံၚ်ဍာ်ဟာ ဂၠံၚ်ဒဵုဟာ (n) did you go by river or by land. [Cf] ကုန်။"
Land acquired by royal grant,တိသၟိၚ်ကဵုစ,(n) land acquired by royal grant.
Land between two rivers,တိအကြာၜဳ,(n) land between two rivers.
Land donated for religious purposes,တိဝတ္တက,"(n) land donated for religious purposes, sacred ground, glebe land."
Land donated or allotted for religious purposes,တိသာသနာ,(n) land donated or allotted for religious purposes.
Land fill,တိဗွဝ်,"တိဗွဝ် (n) land fill, loose soil, earth scooped out when digging."
Land for cultivation,တိဗ္ၚ,"(n) land under cultivation field, land for cultivation, paddy land, paddy field, land used for rice cultivation, earth from the field, rice land. [id] ၚ၊ ဗ္ၚ၊ ဝါဗ္ၚ၊ ဂူယာဝါဗ္ၚ။"
Land for cultivation including irrigated areas.  ဝါ။,ဝါဗ္ၚဂူယာစောဝ်ကြုၚ်,(n) land for cultivation including irrigated areas. [id.] ဝါ။
Land force,ဂၟံၚ်တိုက်,"(n) land force, army."
Land gained from receding waters,ဒၟိဟ်တိ,(n) land gained from receding waters.
Land grant,ကရာန်,1 (n) [Eng.] land grant.
Land leech.  ပ္ကောတ်။,ကၠံ,ကၠံ(မ်) 2 (n) land leech. [Cf.] ပ္ကောတ်။
Land lord,တလ,"တၠတိ (n) land lord, king."
Land mark,တိုၚ်သမ္တီ,"(n) post or pillar carrying a sign {such as a bus stop, boundary pillar, etc}, land mark."
Land mark.  ဒဒှ်မတၟေၚ်တၟဟ်။,ဒၞာဲကၞာတ်သမ္တီလဝ်တွဵုဒၞက်အပြံၚ်အလှာဲမလုပ်ကဵုဝၚ်,(n) land mark. [id] ဒဒှ်မတၟေၚ်တၟဟ်။
Land of the mon or peguans,ရးမန်,"(n) the Mon country, land of the Mon or Peguans, Daysa Reh Maenyae, Reh Hongsar Waetoi, Monland {including Pegu, Irrawaddy and Tenasserim Divisions}, lower Burma."
Land or soil reclaimed from sea or river,တိဒိုဟ်,"(n) land or soil reclaimed from sea or river, polder."
